Well,X,Y,NTG
201-901,201,901,0.24206666666666662
201-902,201,902,0.24300000000000002
201-903,201,903,0.23760697674418607
201-904,201,904,0.23110399063779988
201-905,201,905,0.22921771210372632
201-906,201,906,0.2337965597346618
201-908,201,908,0.22765135135135134
201-909,201,909,0.24387575694789299
201-910,201,910,0.2743543859649123
201-911,201,911,0.29362092212154356
201-912,201,912,0.3128648598915399
201-913,201,913,0.33445555555555556
201-915,201,915,0.3471560165975104
201-916,201,916,0.3713823529411765
201-917,201,917,0.38447131782945737
201-918,201,918,0.3886413793103448
201-919,201,919,0.3927448979591837
201-920,201,920,0.4144454545454546
201-921,201,921,0.4150722222222222
201-922,201,922,0.41902307692307694
201-923,201,923,0.41873200000000005
201-925,201,925,0.41208106516858906
201-926,201,926,0.4003698439576398
201-927,201,927,0.3904857142857143
201-928,201,928,0.37727666681030697
201-929,201,929,0.3574000402768044
201-930,201,930,0.35712120136908154
202-901,202,901,0.2438864864864865
202-902,202,902,0.24672577319587627
202-903,202,903,0.23934393530997305
202-904,202,904,0.2424762572699281
202-905,202,905,0.23163529411764705
202-906,202,906,0.24003680815454012
202-907,202,907,0.2178818181818182
202-908,202,908,0.22970482910353582
202-909,202,909,0.24038452812043642
202-910,202,910,0.259762927320212
202-911,202,911,0.2964225278578641
202-912,202,912,0.3126259407684686
202-913,202,913,0.3302148052149399
202-914,202,914,0.3432785552063249
202-915,202,915,0.35163084458615046
202-916,202,916,0.36797551632044
202-917,202,917,0.364652427184466
202-918,202,918,0.3661578516476035
202-919,202,919,0.3711712030526364
202-920,202,920,0.4086625
202-921,202,921,0.4162176470588236
202-923,202,923,0.41287142857142856
202-924,202,924,0.4183039999999996
202-926,202,926,0.39552099956058173
202-927,202,927,0.3800823529411765
202-928,202,928,0.36886992251983985
202-929,202,929,0.3460142857142858
202-930,202,930,0.33728400892098587
203-901,203,901,0.2473121568627451
203-903,203,903,0.24474338091239853
203-904,203,904,0.24141202013135032
203-905,203,905,0.23825444461385986
203-907,203,907,0.22074642857142857
203-908,203,908,0.23240912253820004
203-909,203,909,0.25807845897973647
203-910,203,910,0.27432083329811957
203-911,203,911,0.2904569075388096
203-912,203,912,0.30935
203-913,203,913,0.3228977198566385
203-914,203,914,0.3316390784403739
203-915,203,915,0.34692779766015647
203-916,203,916,0.357086346184489
203-917,203,917,0.3568105405812171
203-918,203,918,0.3570654929577464
203-919,203,919,0.36116923076923074
203-920,203,920,0.3679673288367366
203-921,203,921,0.3991424354243543
203-922,203,922,0.40009338183297605
203-923,203,923,0.39474000000000004
203-924,203,924,0.40432727272727276
203-925,203,925,0.4054870967741936
203-926,203,926,0.38511000000000006
203-927,203,927,0.37088735218123137
203-928,203,928,0.3574631926765325
203-930,203,930,0.3338712477323232
204-901,204,901,0.24136
204-902,204,902,0.24510350089766603
204-903,204,903,0.23157065072444677
204-905,204,905,0.22197777777777775
204-906,204,906,0.2216418604651163
204-908,204,908,0.21782608695652175
204-909,204,909,0.25906216216216216
204-910,204,910,0.2848235294117647
204-911,204,911,0.29798516974278133
204-912,204,912,0.30194097288128746
204-913,204,913,0.30976387303818126
204-914,204,914,0.32630625
204-915,204,915,0.34184322242288734
204-916,204,916,0.3575822312143181
204-917,204,917,0.34805909090909093
204-918,204,918,0.3325869544501664
204-919,204,919,0.3442259395264556
204-920,204,920,0.35676559479617986
204-921,204,921,0.3804477611940298
204-922,204,922,0.3774534247014172
204-923,204,923,0.37555565454396994
204-924,204,924,0.39435833333333337
204-926,204,926,0.38368571428571435
204-927,204,927,0.35881538461538465
204-928,204,928,0.34737617540064586
204-929,204,929,0.3254269342590376
204-930,204,930,0.3171172148733447
205-901,205,901,0.24553698760724493
205-902,205,902,0.2569734329172635
205-903,205,903,0.24477517244204366
205-904,205,904,0.227325
205-905,205,905,0.22054533333333334
205-906,205,906,0.21837027027027028
205-907,205,907,0.21171034482758624
205-908,205,908,0.23074705882352942
205-909,205,909,0.2644058823529412
205-910,205,910,0.29745600000000005
205-912,205,912,0.302679684549927
205-913,205,913,0.30707649978120427
205-914,205,914,0.3142968397484567
205-915,205,915,0.3356815003181724
205-917,205,917,0.3497738486118297
205-918,205,918,0.3322749913156471
205-919,205,919,0.33039875784000466
205-920,205,920,0.3412689202125619
205-921,205,921,0.3467508806633365
205-922,205,922,0.3591701205428195
205-924,205,924,0.36571564009587404
