Well,X,Y,NTG
201-901,201,901,0.2355662068965517
201-902,201,902,0.23707067243797988
201-903,201,903,0.2331774162904247
201-904,201,904,0.23110399063779988
201-905,201,905,0.22472614730047852
201-906,201,906,0.21763333333333335
201-908,201,908,0.2139475180106472
201-909,201,909,0.23575669859552217
201-910,201,910,0.2731747463604757
201-911,201,911,0.29429496947552275
201-912,201,912,0.3278889048896335
201-913,201,913,0.34214421052631583
201-915,201,915,0.3547846459645964
201-916,201,916,0.35522620079381334
201-917,201,917,0.362152
201-918,201,918,0.382694895489549
201-919,201,919,0.4020029556520595
201-920,201,920,0.4154440372960373
201-921,201,921,0.41694594805373814
201-922,201,922,0.42036515632515636
201-923,201,923,0.4200215138929135
201-925,201,925,0.41725931752458073
201-926,201,926,0.41316210168916057
201-927,201,927,0.3835162265723247
201-928,201,928,0.3767547023685887
201-929,201,929,0.3569998610258783
201-930,201,930,0.3487845971347494
202-901,202,901,0.23904186734214378
202-902,202,902,0.24466893752392516
202-903,202,903,0.2376632754669266
202-904,202,904,0.23394875953391958
202-905,202,905,0.23190253718846526
202-906,202,906,0.23045172597391944
202-907,202,907,0.21925117899266974
202-908,202,908,0.22039746281153472
202-909,202,909,0.23231521545121545
202-910,202,910,0.25334999999999996
202-911,202,911,0.3132460394990786
202-912,202,912,0.3246259917535774
202-913,202,913,0.3409861981473395
202-914,202,914,0.3502461693544551
202-915,202,915,0.35139899500025185
202-916,202,916,0.3517959314365371
202-917,202,917,0.3516167741935484
202-918,202,918,0.3752023802998311
202-919,202,919,0.386608795281707
202-920,202,920,0.41369492890910287
202-921,202,921,0.416405097505669
202-923,202,923,0.41523020363808183
202-924,202,924,0.41654527260179436
202-926,202,926,0.40565369543531193
202-927,202,927,0.37562473377211025
202-928,202,928,0.3671628743805215
202-929,202,929,0.345744545199351
202-930,202,930,0.3255344469397941
203-901,203,901,0.2452206991639282
203-903,203,903,0.2405981530568021
203-904,203,904,0.22706666666666667
203-905,203,905,0.23409592359914344
203-907,203,907,0.22454999999999997
203-908,203,908,0.21989179643685905
203-909,203,909,0.22945016605616608
203-910,203,910,0.2610749857700445
203-911,203,911,0.3025375399562965
203-912,203,912,0.3190104287992709
203-913,203,913,0.33604739925373134
203-914,203,914,0.34729033771929824
203-915,203,915,0.34636631378684285
203-916,203,916,0.34408216913345185
203-917,203,917,0.34911141016793185
203-918,203,918,0.35768954883442916
203-919,203,919,0.36292002674800294
203-920,203,920,0.3833077564102564
203-921,203,921,0.40030000000000004
203-922,203,922,0.40238634188262956
203-923,203,923,0.39336047634838844
203-924,203,924,0.40785
203-925,203,925,0.40561941232680365
203-926,203,926,0.3874688888888889
203-927,203,927,0.351
203-928,203,928,0.3487845971347494
203-930,203,930,0.3267005133518927
204-901,204,901,0.23779286173633438
204-902,204,902,0.24198052395351033
204-903,204,903,0.23090495293618296
204-905,204,905,0.2268040764008565
204-906,204,906,0.22454999999999997
204-908,204,908,0.21417962279455963
204-909,204,909,0.24872117830845425
204-910,204,910,0.28584330254533985
204-911,204,911,0.2954613130223611
204-912,204,912,0.30101444455291587
204-913,204,913,0.32016349757133883
204-914,204,914,0.32837437306949113
204-915,204,915,0.340790016338778
204-916,204,916,0.3403234230899624
204-917,204,917,0.33833129883790825
204-918,204,918,0.33156739625967646
204-919,204,919,0.3357350007648103
204-920,204,920,0.368397431703101
204-921,204,921,0.386
204-922,204,922,0.3848990132669983
204-923,204,923,0.37478018373060157
204-924,204,924,0.3901364095195809
204-926,204,926,0.3820511288318463
204-927,204,927,0.35761981368289875
204-928,204,928,0.3475871474665994
204-929,204,929,0.31953333333333334
204-930,204,930,0.31536820672234495
205-901,205,901,0.23802493189861185
205-902,205,902,0.23749351281202252
205-903,205,903,0.22996602752834172
205-904,205,904,0.22320052769805654
205-905,205,905,0.22462748290731444
205-906,205,906,0.21989179643685905
205-907,205,907,0.19965289247311827
205-908,205,908,0.2179004065335753
205-909,205,909,0.25477882169154575
205-910,205,910,0.2979930026808661
205-912,205,912,0.3033769842899036
205-913,205,913,0.3141
205-914,205,914,0.32413333333333333
205-915,205,915,0.33474202416256665
205-917,205,917,0.33729837244309735
205-918,205,918,0.3252873697418884
205-919,205,919,0.32512279123899407
205-920,205,920,0.33015135221862146
205-921,205,921,0.36194038003253415
205-922,205,922,0.36455
205-924,205,924,0.3723020561473032
205-925,205,925,0.3696714796429547
205-926,205,926,0.3564586214871012
205-928,205,928,0.3201006783737438
205-929,205,929,0.2993102873900293
205-930,205,930,0.2785916394194041
206-901,206,901,0.23775532404895405
206-902,206,902,0.23521108165918736
206-903,206,903,0.23140184694319785
206-904,206,904,0.20990134284016637
206-905,206,905,0.2065481282051282
206-906,206,906,0.2088295223880597
206-907,206,907,0.20899816091954024
206-908,206,908,0.22633980952380955
206-909,206,909,0.2878856020676991
206-910,206,910,0.3061591717065175
206-911,206,911,0.30355726974561353
206-913,206,913,0.3141
206-915,206,915,0.33738913649851626
206-916,206,916,0.34295961191923346
206-917,206,917,0.3387804356575877
206-918,206,918,0.32294078308635366
206-919,206,919,0.3197272727080957
206-920,206,920,0.3236451632485432
206-921,206,921,0.33978989287194244
206-922,206,922,0.36151073679222934
206-923,206,923,0.36042800984962753
206-924,206,924,0.34822898657533186
206-925,206,925,0.34915703373123985
206-926,206,926,0.32655
206-927,206,927,0.3171236999850887
206-928,206,928,0.29664947542653425
206-930,206,930,0.27251369230769235
207-901,207,901,0.2378883619856408
207-902,207,902,0.23743148503784078
207-903,207,903,0.23281605265255037
207-904,207,904,0.23595737924560503
207-905,207,905,0.2091219814241486
207-906,207,906,0.21635536842105263
207-908,207,908,0.23905625396825397
207-909,207,909,0.2798333333333333
207-911,207,911,0.30058070452615765
