Well,X,Y,NTG
201-901,201,901,0.23222068965517242
201-902,201,902,0.2317449497932664
201-903,201,903,0.23263548387096777
201-904,201,904,0.22733571428571428
201-905,201,905,0.22524155844155844
201-906,201,906,0.214174358974359
201-908,201,908,0.20814649588337575
201-909,201,909,0.22654219196996175
201-910,201,910,0.2523911261040139
201-911,201,911,0.2822973361297881
201-912,201,912,0.30261190969046364
201-913,201,913,0.33368888888888887
201-915,201,915,0.3449606813462746
201-916,201,916,0.3525054980223531
201-917,201,917,0.35551677148472394
201-918,201,918,0.3634637268434435
201-919,201,919,0.37665324511921483
201-920,201,920,0.3797998510131109
201-921,201,921,0.3879042906384512
201-922,201,922,0.39719187593620575
201-923,201,923,0.3926771745932416
201-925,201,925,0.39334010970174843
201-926,201,926,0.38105350284730505
201-927,201,927,0.36935180782250765
201-928,201,928,0.3573990091776235
201-929,201,929,0.3452
201-930,201,930,0.3452
202-901,202,901,0.23319726220966175
202-902,202,902,0.23986965428937257
202-903,202,903,0.2370220779220779
202-904,202,904,0.2302941176470588
202-905,202,905,0.225170796460177
202-906,202,906,0.22564800000000002
202-907,202,907,0.2122681818181818
202-908,202,908,0.21364999999999998
202-909,202,909,0.23260806451612903
202-910,202,910,0.24054999999999999
202-911,202,911,0.28403839871010356
202-912,202,912,0.3040267918088737
202-913,202,913,0.3192841680496815
202-914,202,914,0.3410793945473989
202-915,202,915,0.34181076312307007
202-916,202,916,0.3464785988353108
202-917,202,917,0.35805730009660613
202-918,202,918,0.3591257053291536
202-919,202,919,0.3664922106627031
202-920,202,920,0.3797308227735141
202-921,202,921,0.3874098305208917
202-923,202,923,0.38937586963678267
202-924,202,924,0.389937191605731
202-926,202,926,0.37821202752077954
202-927,202,927,0.3671050329188003
202-928,202,928,0.3573990091776235
202-929,202,929,0.34360882352941174
202-930,202,930,0.32672727272727276
203-901,203,901,0.2407697445972495
203-903,203,903,0.2413672131147541
203-904,203,904,0.22924444444444445
203-905,203,905,0.2310333333333333
203-907,203,907,0.21168640364242952
203-908,203,908,0.2173413043478261
203-909,203,909,0.23689285714285716
203-910,203,910,0.27053663074335266
203-911,203,911,0.2775826086956522
203-912,203,912,0.30105833333333337
203-913,203,913,0.31305650208623087
203-914,203,914,0.3235235105591484
203-915,203,915,0.32834686098719235
203-916,203,916,0.3369125712012897
203-917,203,917,0.35038003741337387
203-918,203,918,0.34981363636363644
203-919,203,919,0.3461923076923078
203-920,203,920,0.3577074074074074
203-921,203,921,0.3709956136431337
203-922,203,922,0.3802901637290118
203-923,203,923,0.37172757388762584
203-924,203,924,0.37674121700621854
203-925,203,925,0.37936102446938846
203-926,203,926,0.3684989015180411
203-927,203,927,0.3597448479264744
