Well,X,Y,NTG
201-901,201,901,0.2355662068965517
201-902,201,902,0.23707067243797988
201-903,201,903,0.2331774162904247
201-904,201,904,0.23110399063779988
201-905,201,905,0.22859369027817605
201-906,201,906,0.2200610192024498
201-908,201,908,0.22899972242511785
201-909,201,909,0.24475575828708468
201-910,201,910,0.2731747463604757
201-911,201,911,0.29429496947552275
201-912,201,912,0.3098330589366854
201-913,201,913,0.3324086652251164
201-915,201,915,0.35276291018993833
201-916,201,916,0.35522620079381334
201-917,201,917,0.3718315324819723
201-918,201,918,0.3797250915806286
201-919,201,919,0.38677066260244686
201-920,201,920,0.4030278287756292
201-921,201,921,0.40528728313836343
201-922,201,922,0.41107265990002084
201-923,201,923,0.4097283231448763
201-925,201,925,0.4113088163323656
201-926,201,926,0.3995453127607064
201-927,201,927,0.3835162265723247
201-928,201,928,0.3767547023685887
201-929,201,929,0.3569998610258783
201-930,201,930,0.35712120136908154
202-901,202,901,0.23904186734214378
202-902,202,902,0.24466893752392516
202-903,202,903,0.2376632754669266
202-904,202,904,0.23394875953391958
202-905,202,905,0.23562825804764814
202-906,202,906,0.23045172597391944
202-907,202,907,0.21925117899266974
202-908,202,908,0.224837191455583
202-909,202,909,0.24129223854855725
202-910,202,910,0.2769184536538391
202-911,202,911,0.2969571929001073
202-912,202,912,0.31298450742450235
202-913,202,913,0.33013655200665526
202-914,202,914,0.3443247069830251
202-915,202,915,0.3489332404660821
202-916,202,916,0.3517959314365371
202-917,202,917,0.35912574753882576
202-918,202,918,0.3646706806244334
202-919,202,919,0.3691986961984333
202-920,202,920,0.3985625193309458
202-921,202,921,0.4062659142959164
202-923,202,923,0.40469972830578516
202-924,202,924,0.4105919511387834
202-926,202,926,0.3948657373817141
202-927,202,927,0.37562473377211025
202-928,202,928,0.3684214778781882
202-929,202,929,0.345744545199351
202-930,202,930,0.3333690306743833
203-901,203,901,0.2452206991639282
203-903,203,903,0.24238006345404742
203-904,203,904,0.2328947171505162
203-905,203,905,0.23825444461385983
203-907,203,907,0.22489174606218562
203-908,203,908,0.22749639576396485
203-909,203,909,0.24577129421232924
203-910,203,910,0.275003929089444
203-911,203,911,0.3025375399562965
203-912,203,912,0.3087805474945166
203-913,203,913,0.32315470355194564
203-914,203,914,0.332536565372694
203-915,203,915,0.34636631378684285
203-916,203,916,0.34408216913345185
203-917,203,917,0.35249516238049683
203-918,203,918,0.35768954883442916
203-919,203,919,0.3472649568429877
203-920,203,920,0.3773060865579781
203-921,203,921,0.3922561914238525
203-922,203,922,0.3982712748322973
203-923,203,923,0.386853089025249
203-924,203,924,0.39495498216140973
203-925,203,925,0.3967738459759273
203-926,203,926,0.3794925225506573
203-927,203,927,0.36908977274829774
203-928,203,928,0.360517030973647
203-930,203,930,0.3296154530014228
204-901,204,901,0.23779286173633438
204-902,204,902,0.24198052395351033
204-903,204,903,0.23090495293618296
204-905,204,905,0.22743322190579512
204-906,204,906,0.22610474049130974
204-908,204,908,0.2210030306731522
204-909,204,909,0.2617837629491745
204-910,204,910,0.28584330254533985
204-911,204,911,0.2954613130223611
204-912,204,912,0.30101444455291587
204-913,204,913,0.32016349757133883
204-914,204,914,0.32837437306949113
204-915,204,915,0.340790016338778
204-916,204,916,0.3403234230899624
204-917,204,917,0.3398230957316368
204-918,204,918,0.33810187929932034
204-919,204,919,0.33875175307753136
204-920,204,920,0.368397431703101
204-921,204,921,0.3735528414256118
204-922,204,922,0.3848990132669983
204-923,204,923,0.37478018373060157
204-924,204,924,0.3901364095195809
204-926,204,926,0.3820511288318463
204-927,204,927,0.35761981368289875
204-928,204,928,0.3475871474665994
204-929,204,929,0.33783867887876345
204-930,204,930,0.31805784762657136
205-901,205,901,0.23802493189861185
205-902,205,902,0.24268202987517906
205-903,205,903,0.2351808065752542
205-904,205,904,0.22849484676692441
205-905,205,905,0.22462748290731444
205-906,205,906,0.22523509181951165
205-907,205,907,0.2177950310853068
205-908,205,908,0.24106128416825556
205-909,205,909,0.2844484477487291
205-910,205,910,0.2979930026808661
205-912,205,912,0.3029606441942115
205-913,205,913,0.30690146265568746
205-914,205,914,0.3206533841233417
205-915,205,915,0.33474202416256665
205-917,205,917,0.33729837244309735
205-918,205,918,0.3252873697418884
205-919,205,919,0.32512279123899407
205-920,205,920,0.3280257980147758
205-921,205,921,0.36194038003253415
205-922,205,922,0.3622349611063933
205-924,205,924,0.3586022543796728
205-925,205,925,0.3696714796429547
205-926,205,926,0.3564586214871012
205-928,205,928,0.3302063003129518
205-929,205,929,0.3104494099123404
205-930,205,930,0.30798670189218574
206-901,206,901,0.24051020610257223
206-902,206,902,0.24089699165981293
206-903,206,903,0.23689121834371651
206-904,206,904,0.23155859735588472
206-905,206,905,0.22328925940138145
206-906,206,906,0.2238116154540038
206-907,206,907,0.22664341071265207
206-908,206,908,0.2531786709730621
206-909,206,909,0.2878856020676991
206-910,206,910,0.3061591717065175
206-911,206,911,0.30355726974561353
206-913,206,913,0.30855341128254576
206-915,206,915,0.33738913649851626
206-916,206,916,0.34295961191923346
206-917,206,917,0.3387804356575877
206-918,206,918,0.3224559952286497
206-919,206,919,0.3197272727080957
206-920,206,920,0.3236451632485432
206-921,206,921,0.33978989287194244
206-922,206,922,0.361658201450791
206-923,206,923,0.3545624038919148
206-924,206,924,0.34822898657533186
206-925,206,925,0.34915703373123985
206-926,206,926,0.3422356346617361
206-927,206,927,0.3171236999850887
206-928,206,928,0.30196236241388547
206-930,206,930,0.28652903360891446
207-901,207,901,0.25064866346636816
207-902,207,902,0.2502672427181624
207-903,207,903,0.2470687818795897
207-904,207,904,0.2439419385067903
207-905,207,905,0.22371353693945223
207-906,207,906,0.22890626875563058
207-908,207,908,0.24604063168432572
207-909,207,909,0.2844427924123673
